"","X1","STATE.ABBREVIATION","STATE","DISTRICT","FEC.ID.","incumbent","candidate.first","candidate.last","candidate.name","TOTAL.VOTES","PARTY","PRIMARY","primary.perc","RUNOFF","runoff.perc","GENERAL","GE.perc","GE.RUNOFF.ELECTION.VOTES..LA.","GE.RUNOFF.ELECTION....LA.","COMBINED.GE.PARTY.TOTALS..CT..NY..SC.","COMBINED....CT..NY..SC.","GE.WINNER.INDICATOR","FOOTNOTES","X","year"
"4644",4645,"WA","Washington","01 - UNEXPIRED TERM","H0WA08046","","Suzan","DelBene","DelBene, Suzan","","D","39,620","25.02%","","","216,144","60.42%","","","","","","",NA,"2012"
"4645",4646,"WA","Washington","01 - UNEXPIRED TERM","H6WA08068","","Darcy","Burner","Burner, Darcy","","D","23,902","15.09%","","","","","","","","","","",NA,"2012"
"4646",4647,"WA","Washington","01 - UNEXPIRED TERM","H8WA01051","","Laura","Ruderman","Ruderman, Laura","","D","15,463","9.76%","","","","","","","","","","",NA,"2012"
"4647",4648,"WA","Washington","01 - UNEXPIRED TERM","H2WA01153","","Darshan","Rauniyar","Rauniyar, Darshan","","D","5,143","3.25%","","","","","","","","","","",NA,"2012"
"4648",4649,"WA","Washington","01 - UNEXPIRED TERM","H2WA01211","","Brian","Sullivan","Sullivan, Brian","","D","4,861","3.07%","","","","","","","","","","",NA,"2012"
"4649",4650,"WA","Washington","01 - UNEXPIRED TERM","H2WA01187","","Brian","Berry","Berry, Brian","","D","2,796","1.77%","","","","","","","","","","",NA,"2012"
"4650",4651,"WA","Washington","01 - UNEXPIRED TERM","H2WA01203","","Ruth","Morrison","Morrison, Ruth","","D","1,939","1.22%","","","","","","","","","","",NA,"2012"
"4651",4652,"WA","Washington","01 - UNEXPIRED TERM","H2WA01195","","J. Byron","Holcomb","Holcomb, J. Byron","","D","1,396","0.88%","","","","","","","","","","",NA,"2012"
"4652",4653,"WA","Washington","01 - UNEXPIRED TERM","H2WA01237","","Bob","Champion","Champion, Bob","","IP","2,542","1.61%","","","","","","","","","","",NA,"2012"
"4653",4654,"WA","Washington","01 - UNEXPIRED TERM","H0WA02098","","John","Koster","Koster, John","","R","56,631","35.76%","","","141,591","39.58%","","","","","","",NA,"2012"
"4654",4655,"WA","Washington","01 - UNEXPIRED TERM","H2WA01229","","Steven J.","Gerdes","Gerdes, Steven J.","","R","4,066","2.57%","","","","","","","","","","",NA,"2012"
"4657",4658,"WA","Washington","02","H0WA02080","(I)","Rick","Larsen","Larsen, Rick","","D","79,632","57.21%","","","184,826","61.14%","","","","","W","",NA,"2012"
"4658",4659,"WA","Washington","02","H2WA02177","","Dan","Matthews","Matthews, Dan","","R","39,956","28.71%","","","117,465","38.86%","","","","","","",NA,"2012"
"4659",4660,"WA","Washington","02","H2WA02185","","John C. W.","Shoop","Shoop, John C. W.","","R","8,130","5.84%","","","","","","","","","","",NA,"2012"
"4660",4661,"WA","Washington","02","H2WA02201","","Mike","Lapointe","Lapointe, Mike","","NNP","5,806","4.17%","","","","","","","","","","",NA,"2012"
"4661",4662,"WA","Washington","02","H2WA02193","","Eli","Olson","Olson, Eli","","R","3,373","2.42%","","","","","","","","","","",NA,"2012"
"4662",4663,"WA","Washington","02","H0WA02148","","Glen S.","Johnson","Johnson, Glen S.","","NOP","2,289","1.64%","","","","","","","","","","",NA,"2012"
"4665",4666,"WA","Washington","03","H0WA03187","(I)","Jaime Herrera","Beutler","Beutler, Jaime Herrera","","R","68,603","56.51%","","","177,446","60.38%","","","","","W","",NA,"2012"
"4666",4667,"WA","Washington","03","H2WA03076","","Jon T.","Haugen","Haugen, Jon T.","","D","45,693","37.64%","","","116,438","39.62%","","","","","","",NA,"2012"
"4667",4668,"WA","Washington","03","H0WA03229","","Norma Jean","Stevens","Stevens, Norma Jean","","NOP","7,108","5.85%","","","","","","","","","","",NA,"2012"
"4670",4671,"WA","Washington","04","H2WA04041","(I)","Doc","Hastings","Hastings, Doc","","R","60,774","59.32%","","","154,749","66.22%","","","","","W","",NA,"2012"
"4671",4672,"WA","Washington","04","H2WA04124","","Mary","Baechler","Baechler, Mary","","D","27,130","26.48%","","","78,940","33.78%","","","","","","",NA,"2012"
"4672",4673,"WA","Washington","04","H2WA04140","","Jamie","Wheeler","Wheeler, Jamie","","R","11,581","11.30%","","","","","","","","","","",NA,"2012"
"4673",4674,"WA","Washington","04","H2WA04132","","Mohammad H.","Said","Said, Mohammad H.","","D","2,958","2.89%","","","","","","","","","","",NA,"2012"
"4676",4677,"WA","Washington","05","H4WA05077","(I)","Cathy McMorris","Rodgers","Rodgers, Cathy McMorris","","R","83,186","55.76%","","","191,066","61.92%","","","","","W","",NA,"2012"
"4677",4678,"WA","Washington","05","H2WA05071","","Rich","Cowan","Cowan, Rich","","D","49,406","33.12%","","","117,512","38.08%","","","","","","",NA,"2012"
"4678",4679,"WA","Washington","05","H8WA05144","","Randall L.","Yearout","Yearout, Randall L.","","R","11,894","7.97%","","","","","","","","","","",NA,"2012"
"4679",4680,"WA","Washington","05","H2WA05089","","Ian","Moody","Moody, Ian","","NOP","4,693","3.15%","","","","","","","","","","",NA,"2012"
"4682",4683,"WA","Washington","06","H2WA06129","","Derek","Kilmer","Kilmer, Derek","","D","86,436","53.41%","","","186,661","59.00%","","","","","W","",NA,"2012"
"4683",4684,"WA","Washington","06","H2WA06145","","Bill","Driscoll","Driscoll, Bill","","R","29,602","18.29%","","","129,725","41.00%","","","","","","",NA,"2012"
"4684",4685,"WA","Washington","06","H0WA06065","","Jesse","Young","Young, Jesse","","R","18,075","11.17%","","","","","","","","","","",NA,"2012"
"4685",4686,"WA","Washington","06","H4WA06067","","Doug","Cloud","Cloud, Doug","","R","14,267","8.82%","","","","","","","","","","",NA,"2012"
"4686",4687,"WA","Washington","06","H2WA06137","","David (Ike)","Eichner","Eichner, David (Ike)","","R","7,966","4.92%","","","","","","","","","","",NA,"2012"
"4687",4688,"WA","Washington","06","H2WA06152","","Eric G., Jr.","Arentz","Arentz, Eric G., Jr.","","IP","4,101","2.53%","","","","","","","","","","",NA,"2012"
"4688",4689,"WA","Washington","06","H2WA10022","","Stephan Andrew","Brodhead","Brodhead, Stephan Andrew","","R","1,387","0.86%","","","","","","","","","","",NA,"2012"
"4691",4692,"WA","Washington","07","H8WA07132","(I)","Jim","McDermott","McDermott, Jim","","D","124,692","70.91%","","","298,368","79.65%","","","","","W","",NA,"2012"
"4692",4693,"WA","Washington","07","H2WA07101 ","","Ron","Bemis","Bemis, Ron","","R","26,791","15.24%","","","76,212","20.35%","","","","","","",NA,"2012"
"4693",4694,"WA","Washington","07","H2WA00049","","Andrew","Hughes","Hughes, Andrew","","D","10,340","5.88%","","","","","","","","","","",NA,"2012"
"4694",4695,"WA","Washington","07","H0WA07113","","Scott","Sutherland","Sutherland, Scott","","GOP","5,573","3.17%","","","","","","","","","","",NA,"2012"
"4695",4696,"WA","Washington","07","H2WA07093","","Charles","Allen","Allen, Charles","","D","4,367","2.48%","","","","","","","","","","",NA,"2012"
"4696",4697,"WA","Washington","07","H6WA07409","","Don","Rivers","Rivers, Don","","D","2,688","1.53%","","","","","","","","","","",NA,"2012"
"4697",4698,"WA","Washington","07","H8WA07181","","","Goodspaceguy","Goodspaceguy","","EWP","1,387","0.79%","","","","","","","","","","",NA,"2012"
"4700",4701,"WA","Washington","08","H4WA08071","(I)","Dave","Reichert","Reichert, Dave","","R","66,220","50.62%","","","180,204","59.65%","","","","","W","",NA,"2012"
"4701",4702,"WA","Washington","08","H2WA08158","","Karen","Porterfield","Porterfield, Karen","","D","37,083","28.35%","","","121,886","40.35%","","","","","","",NA,"2012"
"4702",4703,"WA","Washington","08","H2WA08166","","Keith","Swank","Swank, Keith","","R","10,942","8.36%","","","","","","","","","","",NA,"2012"
"4703",4704,"WA","Washington","08","H8WA08080","","Keith","Arnold","Arnold, Keith","","D","7,144","5.46%","","","","","","","","","","",NA,"2012"
"4704",4705,"WA","Washington","08","H2WA08174","","James","Windle","Windle, James","","NOP","5,269","4.03%","","","","","","","","","","",NA,"2012"
"4705",4706,"WA","Washington","08","H0WA08061","","Ernest","Huber","Huber, Ernest","","R","4,165","3.18%","","","","","","","","","","",NA,"2012"
"4708",4709,"WA","Washington","09","H6WA09025","(I)","Adam","Smith","Smith, Adam","","D","72,868","61.16%","","","192,034","71.62%","","","","","W","",NA,"2012"
"4709",4710,"WA","Washington","09","H8WA09047","","Jim","Postma","Postma, Jim","","R","27,616","23.18%","","","76,105","28.38%","","","","","","",NA,"2012"
"4710",4711,"WA","Washington","09","H0WA08053","","Tom","Cramer","Cramer, Tom","","D","8,376","7.03%","","","","","","","","","","",NA,"2012"
"4711",4712,"WA","Washington","09","H8WA08098","","John","Orlinski","Orlinski, John","","R","6,624","5.56%","","","","","","","","","","",NA,"2012"
"4712",4713,"WA","Washington","09","H2WA09107","","Dave","Christie","Christie, Dave","","FDR","3,659","3.07%","","","","","","","","","","",NA,"2012"
"4715",4716,"WA","Washington","10","H0WA03161","","Denny","Heck","Heck, Denny","","D","51,047","39.73%","","","163,036","58.56%","","","","","W","",NA,"2012"
"4716",4717,"WA","Washington","10","H0WA09044","","Richard (Dick)","Muri","Muri, Richard (Dick)","","R","36,173","28.15%","","","115,381","41.44%","","","","","","",NA,"2012"
"4717",4718,"WA","Washington","10","H2WA10014","","Stan","Flemming","Flemming, Stan","","R","19,934","15.51%","","","","","","","","","","",NA,"2012"
"4718",4719,"WA","Washington","10","H2WA10048","","Jennifer","Ferguson","Ferguson, Jennifer","","D","14,026","10.92%","","","","","","","","","","",NA,"2012"
"4719",4720,"WA","Washington","10","H2WA10030","","Sue","Gunn","Gunn, Sue","","PIN","4,292","3.34%","","","","","","","","","","",NA,"2012"
"4720",4721,"WA","Washington","10","H2WA10055","","Steve","Hannon","Hannon, Steve","","NOP","3,025","2.35%","","","","","","","","","","",NA,"2012"
"4725",4726,"WA","Washington","S","S8WA00194","(I)","Maria","Cantwell","Cantwell, Maria","","D","772,058","55.66%","","","1,855,493","60.45%","","","","","W","",NA,"2012"
